,tweet,tweet-english,tweet-indo,label
602,"Bener"" butuh support system yg saling support, saling menyemangati, selalu ada utk ngobrol/dengerin cerita. Pokoknya sii yang selalu ada disaat satu sama lain lagi membutuhkan. Plss lagi bnr"" butuh bgtt:((","Really ""need support systems that support each other, encouraging each other, always there to chat/listen to the story. Anyway, sii who is always there when each other needs.","Bener ""Sistem Dukungan Butuh YG Saling Support, Saling Menyemangati, Selalu Ada Utk Ngobrol/Dengerin Ceri.",Negatif
3082,Morning weekend playlist 1. Caviar 2. My way 3. Chuck  While wash thw dishes and clothes ... yeah #CL #ALPHA 😂🔥🔥🔥🤭 @chaelinCL,Morning weekend playlist 1. Caviar 2. My way 3. Chuck  While wash thw dishes and clothes ... yeah #cl #alpha 😂🔥🔥🔥🤭 @chaelinclin,Daftar putar akhir pekan pagi 1. Caviar 2. Jalan saya 3. Chuck  Saat mencuci piring dan pakaian ... ya #cl #alpha 😂🔥🔥🔥🤭 @chaelincl,Positif
3760,"Saking ke asyikan nonton frozen 2, sampe lupa klo ini maljum. Apakah setan2 merasa insecure / overthinking? Atau jadi es gara2 elsa frozen?? ❄☃️🙇🏻‍♂️","I was so fun watching Frozen 2, until I forgot if this is maljum. Does the devil feel insecure / overthinking? Or so ice because of Elsa Frozen ?? ❄☃️🙇🏻‍♂️","Saking Ke Asyikan Nonton Frozen 2, Sampe Lupa Klo Ini Maljum. Apakah setan2 merasa tidak aman / terlalu banyak berpikir? ATAU JADI ES GARA2 ELSA FROZEN ?? ❄☃️🙇🏻‍♂️",Positif
1459,Hal yg paling gak boleh di overthinking in : omongan orang yang ngomong gapake mikir dulu https://t.co/JC0NHxqJ6A,The thing that can't be overthinking in: what people say gapake think first https://t.co/jc0nhxqj6a,Hal yg paling gak boleh di terlalu banyak berpikir: omongan Orang yang ngomong gapake mikir dulu https://t.co/jc0nhxqj6a,Netral
3267,Nongki nya disini dulu ya gaess bareng bestie putih abu2  X mati Cengkareng berada Br jg 1 Minggu dr Villa dh kangen aja sama aku 😘🥰 Trimaksh bestie yg selalu kangen aku 🤗 https://t.co/c35knzCUoP,"Nongki is here first, yes, gaess with white white X dead cengkareng Br Jg 1 week from Villa DH just miss me 😘🥰 Trimaksh bestie who always miss me 🤗 https://t.co/c35knzcuop",Nongki Nya Disini Dulu Ya Gaess Bareng Bestie Putih ABU2 X Mati Cengkareng Berada Br JG 1 MingGu Dr Villa Dh Kangen Aja Sama Aku 😘🥰 Trimaksh bestie yg selalu kangen aku 🤗 https://t.co/c35knzcuop,Positif
4132,Spill lagu mellow dong,Spill song mellow please,Tumpah lagu mellow dong,Netral
423,Another way of healing cara gw...work hardDrink fresh@SbuxIndonesia https://t.co/UB0Fuxz2nt,Another way of healing how I ... work harddrink fresh@sbuxindonesia https://t.co/ub0fuxz2nt,Cara lain untuk menyembuhkan Cara GW ... bekerja harddrink segar@sbuxindonesia https://t.co/ub0fuxz2nt,Positif
3402,Overthinking again..  • Headache Sudah lama tidak,Overthinking again ..  • Headche It's been a long time,Terlalu banyak berpikir lagi ..  • Sakit kepala Slahah Lama Tidak,Negatif
2747,"LITERALLY SHOOK, bretman.... cri https://t.co/DXsK3at9uL","Literally Shook, Bretman .... Cri https://t.co/dxsk3at9ul","Secara harfiah Shook, Bretman .... Cri https://t.co/dxsk3at9ul",Negatif
3790,"Sangking santuy dan berharap libur. - ada kelas sore tapi lupa, untung di batalkan. - ada ujian malem tapi br inget sekarang.  🙃","Sangking Santuy and hope for a holiday. - There is an afternoon class but forgot, fortunately canceled. - There is a night exam but remember now.  🙃","Sangking Santuy Dan Berharap Libur. - Ada Kelas Sore Tapi Lupa, Unung di Batalkan. - Ada Ujian Malem Tapi Br Inget Sekarang.  🙃",Negatif
3085,"Mother says: the woman cheaters use the heart and the feelings while the man USES his lust, so it is rare for the man to break up first","Mother says: The woman cheaters use the heart and the feeling while the man uses his lust, so it is rare for the man to break up first","Ibu berkata: Para penipu wanita menggunakan hati dan perasaan sementara pria itu menggunakan nafsu, jadi jarang pria itu putus terlebih dahulu",Negatif
2869,"manifesting lebaran tahun depan mudik ke rumah mertua, aamiin🙏","Eid manifesting next year going home to the in -laws' house, Aamiin🙏","memanifestasikan lebaran tahun depan mudik ke rUrtua, aamiin🙏",Positif
4536,Thx bestie @thisiskiddo @speakupajah @RhinoCurl22 https://t.co/f0acaBJZyi,Thx bestie @thisiskiddo @speakupajah @rhinocurl22 https://t.co/f0acabjzyi,Thx bestie @thisiskiddo @speakupajah @rhinocurl22 https://t.co/f0acabjzyi,Positif
1331,Getting a collection together slowly but surely.. Only the one's appreciate art and creativity. Get out the way.. if this not your way!!! @ Self NFT Art https://t.co/CSxu3xqZ3u,Getting a Collection Together Slowly But Surely .. Only the one's appreciate art and creativity. Get out the way .. if this not your way !!! @ Self nft art https://t.co/csxu3xqz3u,Mendapatkan koleksi bersama secara perlahan tapi pasti .. hanya yang menghargai seni dan kreativitas. Keluar Jalan .. Jika ini bukan jalan Anda !!! @ Self nft art https://t.co/csxu3xqz3u,Netral
1175,Even though you never read all of my writing because you don't care anymore. I am fine. I feel relieved every time I write a sentence for you.,Even though you have read all of my writing because you don't care anymore. I am fine. I feel relieved every time I write a sentence for you.,Meskipun Anda tidak pernah membaca semua tulisan saya karena Anda tidak peduli lagi. Saya baik-baik saja. Saya merasa lega setiap kali saya menulis kalimat untuk Anda.,Positif
2279,"Jawab dengan hashtag #NgegameBarengBestie, #NontonBarengBestie atau #OlahragaBarengBestie dan tag Bestie kamu untuk ikutan juga! Psst, Besties dengan 5 jawaban terbaik bisa dapat hampers dari Emina, pemenangnya diumumkan tanggal 9 November, ya!","Answer with the hashtag #NGEGAMBARENGBESTIE, #NontonBarengBestie or #LAGAGABARENGESTIE and TAG BESTIE to join too! PSST, Besties with the 5 best answers can be hampers from Emina, the winner is announced on November 9, yes!","Jawab dergan tagar #ngegamebarengbestie, #nontonbarengbestie atuu #olahragabarengbestie dan tag bestie kamu unkutan buta! Psst, Besties Delangan 5 Jawaban Terbaik Bisa Dapat Hampers Dari Emina, Pemenjinya Diumumkan Tanggal 9 November, Ya!",Netral
2295,Jogja Unknown Journey..  Jogja City Tour healing fresh..  Bersama Yes! Tour Jogja #jogjahealing #jogjatrip #jogjacitytour #jogjahits #jogjawisata https://t.co/5dVxa3tYGw,Jogja unknown journey .. jogja city tour healing fresh .. with yes! Tour Jogja #JOGJAHEALING #JOGJATRIP #JOGJACITYTOUR #JOGJAHITS #JOGJAWATANDAT https://t.co/5dvxa3tygw,Jogja Journey Unknown .. Jogja City Tour Healing Fresh .. Bersama Ya! Tur Jogja #jogjahealing #jogjatrip #jogjacitytour #jogjahits #jogjawisata https://t.co/5dvxa3tygw,Netral
3797,Santuy but sure #ramadhan2021 @ Sekuro Village Beach Resort https://t.co/1cqtE414ZM,Santuy but sure #ramadhan2021 @ sekuro village beach resort https://t.co/1cqte414zm,Santuy tapi yakin #ramadhan2021 @ sekuro desa resor pantai https://t.co/1cqte414zm,Positif
755,Bukan temen sih... Bukan pula Bestie... Cuman kenal karna ke kepo'an ku 😪 Awalnya.... Tapi....  Mana tau sampai bisa jadi akrab dan akhir nya mnjadi asing😥 Lebih ke Intropeksi diri sih skrg.tanpa saling sapa apalagi saling ngefollow atau bahkan diblokir semua sosmed. Thanks,Not friends ... NOT NO BESTIE ... Just know because of my head 😪 Initially .... But.... Who knows until it can be familiar and finally become foreign😥 More to self -introspection now now. Without each other let alone greet each other or even be blocked by all social media. Thanks,Bukan Temen Sih ... Bukan Pula Bestie ... Cuman Kenal Karna Ke Kepo'an Ku 😪 Awalnya .... TAPI .... Mana Tau Sampai Bisa Jadi Akrab Dan Akhir Nya Mnjadi Asing😥 Lebih ke intropekssi diri sih skrg.tanpa saling sapa apalagi saling ngefollow atuu bahkan diblokir semua sosmed. terima kasih,Negatif
1691,Healing-healing gataunya miskin,Healing-healing is poor,MISKUL GATAunya Healing-Healing,Negatif
2283,JDAG 2022. My works are currently displayed at 7 big spots around Jakarta. Have u seen one of em? Let me know ✌️ #NFTCommuntiy #art https://t.co/U8MCAdEWUv,JDAG 2022. My works are currently displaying at 7 big spots around Jakarta. Have u see one of em? Let me know ✌️ #Nftcommuntiy #art https://t.co/u8mcadewuv,JDAG 2022. Karya saya saat ini ditampilkan di 7 tempat besar di sekitar Jakarta. Apakah kamu pernah melihat salah satunya? Beri tahu saya ✌️ #NftCommuntiy #art https://t.co/u8mcadewuv,Netral
4563,time for healing ✨,Time for Healing ✨,Waktu untuk Penyembuhan ✨,Positif
831,Chimi kepo 😂 https://t.co/i4X2iTCbzu,Chimi kepo 😂 https://t.co/i4x2itcbzu,Chimi kepo 😂 https://t.co/i4x2itcbzu,Netral
1670,Healing terbaik adalah; dengan beristigfar dan bersyukur.,The best healing is; with a tighten and grateful.,Penyembuhan Terbaik Adalah; DENGAN BINISTIGFAR DAN BERSYUKUR.,Positif
620,Berencana mengurangi frekuensi jalan2/staycation di 2021  BISA KAH?,Planning to reduce the frequency of roads2/staycation in 2021  CAN?,Berencana Mengurangi Frekuensi Jalan2/Staycation Di 2021  Bisa Kah?,Netral
4366,"Terima kasih semuanya yang udah ikut tebak-tebakan di Leg 1 ini, sampai ketemu lagi di Leg 2 ya Brodie &amp; Bestie 😍  #cilacap #cilacapkekinian @ Cilacap Regency https://t.co/C50dIorJNP","Thank you all who have been guessed in this leg 1, see you again in leg 2 yes brodie & amp; Bestie 😍  #cilacap #cilacapkekinian @ cilacap regency https://t.co/c50diorjnp","Terima Kasih Semuanya Yang Udah Ikut Tebak-Tebakan Di Leg 1 Ini, Sampai Ketemu Lagi Di Leg 2 Ya Brodie & amp; Bestie 😍  #cilacap #cilacapkeinian @ cilacap regency https://t.co/c50diorjnp",Positif
3233,Nglilir kok yo isih overthinking.,"Loving it, why is it, osterthinking.",Nglilir kok yo isih terlalu banyak berpikir.,Negatif
2219,Jadi kepo https://t.co/tIvEzmq3Eg,So Kepo https://t.co/jezmq3eg,Jadi kepo https://t.co/tivezmq3eg,Netral
2030,"I""ll be online later tonight around 8 pm GMT+7 on my youtube channel https://t.co/2hxfNASLd7","I ""LL be online late tonight around 8 pm gmt+7 on my youtube channel https://t.co/2hxfnasld7",Saya akan online nanti malam sekitar jam 8 malam gmt+7 di saluran youtube saya https://t.co/2hxfnasld7,Netral
943,"deep heart, can't you swim even you're can. Cause not feel same like deep ocean💔","Deep Heart, Can't You Swim Even You're Can. Cause Not Feel Same Like Deep Ocean💔","Hati yang dalam, tidak bisakah Anda berenang bahkan Anda bisa. Menyebabkan tidak terasa sama seperti laut dalam💔",Negatif
1741,"Hi my partner @midahonly , thank you for your cooperation in 2020 🤗🤗 hopefully 2021 will be even better, Amen 😇 @ Hiba Pusat Klender https://t.co/CBWayjVI5t","Hi my partner @midahonly, thank you for your cooperation in 2020 🤗🤗 hopeful 2021 will be even better, amen 😇 @ hiba center klender https://t.co/cbwayjvi5t","Hai mitra saya @midahonly, terima kasih atas kerja sama Anda di tahun 2020 🤗🤗 semoga 2021 akan lebih baik, amin 😇 @ hiba pusat klender https://t.co/cbwayjvi5t",Positif
2401,"Kalo dipikirin lagi, haus akan kasih sayang, gabisa nerima ketidaksetiaan, overthingking, anxiety, semua muncul setelah brokenhome.","If you think about it again, thirsty for affection, can't accept inequality, overthingking, anxiety, everything appears after brokenhome.","Kalo Dipikirin Lagi, Haus Akan Kasih Sayang, Gabisa Nerima Ketidatsetaan, overingking, kecemasan, Semua Muncul Setelah Brokenhome.",Negatif
3395,overrateddd😭 tdk ad masalah dgn produknya tp mslhnya dia kyknya ngendorse ke semua org even public figure yg underrated gt jd YHA GMN Y BOS gw tuh butuh referensi lain sobbb https://t.co/gOgm1UFYSO,"OverrateeddD click with the product, but he likes it, he seems to bend to all the public figures who are undergraduated so that my boss needs other references, sobbb https://t.co/gogm1ufyso",overratedd😭 tdk iklan masalah dgn produknya tp mslhya dia kyknya ngendorse ke semua org bahkan figur publik yg diremehkan gt jd yha gmn y bos gw tuh butuH referensi lain sobbb https:///co/gogm1,Negatif
3889,self healing bgt denger fadly padi nyanyi :),Self healing really listening to Fadly Padi singing :),penyembuhan diri bgt denger fadly padi nyanyi :),Positif
3593,"Pernah ga sih kenal sm org terus bersyukur bgt bisa kenal sm dia? Kek ""u're spcial to me"". Sampe kek takut bgt kehilangan org itu, Even kita tau people come n go, cuma utk kepergian dia itu kita ga pernah siap. Huft","Have you ever known you to be grateful, you can know him? Kek ""U're Spcial to Me"". Until I was afraid of losing that person, even we know people coming n go, just for the departure of him we are never ready. Huft","Pernah Ga Sih Kenal Sm Org Terus Bersyukur Bgt Bisa Kenal Sm Dia? KEK ""U're Spcial to Me"". Sampe KEK Takut Bgt Kehilangan Org Itu, bahkan Kita Tau orang datang dan pergi, cuma utk Kepergian dia ITU Kita ga Pernah Siap. Huft",Positif
1660,Healing sek 🤭 https://t.co/M7y4ZUixT1,Healing Sek 🤭 https://t.co/m7y4zuixt1,Penyembuhan Sek 🤭 https://t.co/M7Y4ZUIXT1,Positif
3493,Pagi-pagi sarapan overthinking adalah aku.,Early in the morning of overthinking breakfast is me.,Pagi-pagi Sarapan terlalu banyak berpikir Adalah Aku.,Negatif
1991,I'm improving while you moving backward 🤣 seeeesh,I'm improving while you moving backward 🤣 seeeeesh,Saya membaik saat Anda bergerak mundur 🤣 Seeeesh,Positif
4713,"Waktu liat drawing daddies lawan malaysia kenapa gue takut banget ya, eh malah menang. Giliran lawan minions gue santuy eh taunya gitu 😭","When I saw Drawing Daddies against Malaysia, why am I so scared, eh even win. It's my opponent's turn to santuy eh, he knows like that 😭","Waktu Liat menggambar ayah Lawan Malaysia Kenapa Gue Takut Banget Ya, eh Malah Mangang. Minion Giliran Lawan Gue Santuy Eh Taunya Gitu 😭",Positif
117,✅ Garasi udah ada✅ Jalanannya ada✅ Nyetir udah bisa✅ SIM adaPengen upgrade mobil ke versi yg lebih baru biar dapet fitur safety yg lebih mumpuni. Prefer beli cash biar ga bnyk utang dan krn mobil nilai jualnya turun. #ManifestingIn2022 https://t.co/a9aEjj9L0n,"✅ Garage There is already an existence of the street there is driving, I can do I ... SIM ADAPENGEN UPGRADE CAR to a newer version so that you can get a more qualified safety feature. Prefer to buy cash so that it doesn't have a lot of debt and because the selling car is down. #Manifestingin2022 https://t.co/a9aejj9l0n",✅ Garasi udah Ada✅ Jalananana Ada✅ nyetir udah bisa✅ sim adapengen upgrade Mobil ke versi yg lebih baru biar dapet fitur safety yg lebih mumpuni. Lebih suka biar tunai Beli Ga Bnyk Utang Dan Krn Mobil Nilai Jualnya Turun. #Manifestin2022 https://t.co/a9aejj9l0n,Positif
3961,Serba salah sekali 🥱  Dingin salah  Welcome juga salah  whatever you want 😒,Very wrong 🥱 Cold wrong Welcome is also wrong whatever you want 😒,Serba Salah Sekali 🥱 Dingin Salah Selamat datang JUGA Salah Apapun yang Anda inginkan 😒,Negatif
3692,Random of healing✨❤️🥰 @ Special Region of Yogyakarta https://t.co/VkhVuuSFvc,Random of healing✨❤️🥰 @ Special Region of Yogyakarta https://t.co/vkhvuusfvc,Acak Penyembuhan✨❤️🥰 @ Wilayah Khusus Yogyakarta https://t.co/vkhvuusfvc,Positif
1845,I am obsessed with my new tatts.. to the point that everytime i wake up and see that.. i’ll be like “damn gurl u are hot af !!!” https://t.co/GA5POLeaPH,"I am obsesed with my new tatts .. to the point that everytime i wake up and see that .. I'll be liked ""Damn Gurl U are Hot AF !!!"" https://t.co/ga5poleaph","Saya terobsesi dengan tatts baru saya .. sampai -sampai setiap kali saya bangun dan melihat itu .. Saya akan seperti ""sialan gurl u is hot af !!!"" https://t.co/ga5poleAph",Positif
4128,"Spill hotel budget 100-200 di Jogja dong daerah kota kotaan, parkir mobil, akses jalan dua arah, kalau bisa yg bukan area padat/macet. Thank you~","Spill Hotel Budget 100-200 in Jogja Dong Kotaan City area, car park, two-way road access, if possible that is not a dense/congested area. Thank you ~","SPILL HOTEL BUDGE 100-200 DI JOGJA DONG DAERAH KOTA KOTAAN, PARKIR MOBIL, AKSES JALAN DUA ARAH, KALAU BISA YG BUukan Area Padat/Macet. Terima kasih ~",Netral
